TraitID	Trait	ObsNum	ObsGRNum	AccSpecNum
555	Leaf dysprosium (Dy) content per leaf dry mass	118		57
1515	Root length per length of higher order root (root branching architecture)	232	232	57
3039	Plant height: erectness ratio of not elongated to elongated height	258		57
182	Leaf epidermis cell length	118	118	56
2552	Belowground plant organ lignin content per belowground plant organ dry mass	116	116	56
668	Plant nitrogen (N) content per plant dry mass	831	806	55
789	Leaf vascular bundle volume fraction: xylem	160		55
795	Leaf vascular bundle volume fraction: phloem	160		55
796	Leaf vascular bundle volume fraction: sclerenchym	160		55
2098	Fine root (absorptive) branching intensity 2: number of root tips per higher order root length	1110	999	55
3402	Leaf water content total	13314	13314	55
3819	Shoot distance between stem tips	55	55	55
3820	Twig: terminal twig volume growth	55	55	55
3863	Branch xylem water content per dry mass (saturated)	55	55	55
3864	Branch bark water content per dry mass (saturated)	55	55	55
294	Wood tile cells	66		54
3792	Bark: dead bark carbon (C) content per dry mass	232	41	54
3828	Leaf cuticle thickness	57	57	54
3987	Flower stipe color	56		54
522	Stem respiration temperature dependence	940	856	53
3376	Leaf cell wall nitrogen (N) content per cell wall dry mass	67		53
3811	Seed wing width	101		53
479	Photosynthesis CO2 compensation point	427	370	52
498	Leaf mineral content per leaf dry mass	180	180	52
758	Litter ash content per litter dry mass	52	49	52
3012	Plant biomass and allometry: Stems per plant	759	759	52
3487	Plant biomass and allometry: fraction of standing dead biomass (fuel) per total biomass	123	123	52
365	Leaf mesophyll palisade parenchyma cell area	150		51
368	Leaf sclerified tissue per leaf midrib	143		51
916	Plant fragmentation	52		51
934	Leaf floating capacity 	52		51
1033	Plant biomass and allometry: Reproductive organs per plant	52		51
1047	Rhizome (presence / absence)	52		51
1075	Root root hair length	369	233	51
1112	Seed presence or absence	52		51
1481	Plant carbon (C) allocation: aboveground/belowground net primary production (NPP) ratio	148	146	51
2025	Fine root length per soil volume	540	540	51
3036	Plant biomass and allometry: Leaf number production rate per plant	236		51
3040	Plant biomass and allometry: Leaf dry mass production rate per plant	235		51
3700	Internode diameter	1851	1821	51
3841	Plant respiration (whole plant)	183		51
481	"Stomata conductance model parameter (Ball-Berry, Jarvis, Leuning)"	321	222	50
661	Leaf nitrate (NO3-) content per leaf dry mass	175	33	50
1086	Root potassium (K) content per root dry mass	1747	1745	50
1508	Root length per soil volume	1001	634	50
2948	Paleo trait: leaf petiole width	612		50
2949	Paleo trait: leaf area	612		50
2950	Paleo trait: leaf mass per area	612		50
3404	Branch diameter	2690	2665	50
3559	Flower dry matter content (flower dry mass per flower fresh mass)	690	690	50
3829	Leaf lamina dry mass to petiole dry mass ratio	50	50	50
520	Stem respiration rate per stem surface area	26756	26686	49
2799	Belowground plant organ debris decomposition rate constant 	201	200	49
3558	Root system diameter	895	895	49
126	Leaf soluble phenols content per leaf dry mass	48	48	48
383	Stem cross-sectional area: fraction of xylem cell wall	48		48
974	Photosynthesis rate per leaf area: transition to TPU limited photosynthesis	368	368	48
1117	Shoot copper (Cu) content per shoot dry mass	146		48
1129	Shoot zinc (Zn) content per shoot dry mass	146		48
1224	Wood intervessel contact fraction	94	87	48
2050	Fine root (absorptive) dry mass per absorptive fine root fresh mass (absorptive fine root dry matter	48	48	48
3028	Plant phosphorus (P) content per plant dry mass	816	746	48
3486	Plant biomass and allometry: ratio of coarse to fine standing dead biomass (fuel)	85	85	48
3618	Fruits per ground area	48		48
190	Leaf elastic modulus	121	121	47
372	Stem fraction of cell wall in xylem	47		47
392	Dispersal unit color	47	47	47
424	Fine root lignin carbon (C) content per fine root carbon (C) content	47	35	47
699	Fine root pH	71	71	47
731	Leaf anthocyanin content per leaf dry mass	621	621	47
810	Leaf anthocyanin content per leaf area	692	692	47
1898	Fine root ratio of lignin to nitrogen (N)	54	54	47
3913	Stem wood cross-section: fraction of fiber area (wall+lumen)	85	57	47
3915	Stem wood cross-section: fraction of axial parenchyma	85	57	47
166	Coarse root carbon/nitrogen (C/N) ) ratio	46	46	46
861	Branch number of secondary branches at first branching	4060	4060	46
1268	Seed lift-off velocity	47	47	46
3395	Crown (canopy) dry mass per ground area (leaf mass per area * LAI)	625	625	46
3396	Crown (canopy) water content per ground area (leaf water content * LAI)	625	625	46
3397	Crown (canopy) chlorophyll content per ground area (chlorophyll mass per leaf area * LAI)	679	679	46
3398	Crown (canopy) carotenoid content per ground area (carotenoid mass per leaf area * LAI)	679	679	46
3399	Crown (canopy) anthocyanin content per ground area (anthocyanin mass per leaf area * LAI)	679	679	46
618	Bark nitrogen (N) content per bark dry mass	742	742	45
1295	Root branching intensity 1 (branching ratio): number of roots per higher order root	863	863	45
2773	Plant biomass and allometry: Belowground plant organ mass fraction (fraction of belowground plant or	112	112	45
3027	Plant carbon (C) content per plant dry mass	811	806	45
3588	Shoot dry matter content per fresh mass	859	859	45
3725	Twig total bark thickness 	45	45	45
3728	Twig inner bark soluble sugar concentration 	45	45	45
3729	Twig wood soluble sugar concentration	45	45	45
3730	Twig inner bark starch concentration	45	45	45
3731	Twig wood starch concentration	45	45	45
3732	Twig inner bark total non-structural carbohydrate concentration	45	45	45
3733	Twig wood total non-structural carbohydrate concentration 	45	45	45
3737	Twig relative total bark thickness	45	45	45
3738	Twig relative inner bark thickness	45	45	45
3739	Coarse root total bark thickness	45	45	45
3740	Coarse root inner bark thickness	45	45	45
3741	Coarse root photosynthetic bark 	45	45	45
3742	Coarse root inner bark soluble sugar concentration	45	45	45
3743	Coarse root wood soluble sugar concentration	45	45	45
3744	Coarse root inner bark starch concentration	45	45	45
3745	Coarse root wood starch concentration	45	45	45
3746	Coarse root inner bark total non-structural carbohydrate concentration 	45	45	45
3747	Coarse root wood total non-structural carbohydrate concentration	45	45	45
3748	Coarse root total bark density	45	45	45
3749	Coarse root inner bark density	45	45	45
3750	Coarse root wood density 	45	45	45
3751	Coarse root relative total bark thickness	45	45	45
3752	Coarse root relative inner bark thickness	45	45	45
3753	Stem total bark thickness 	45	45	45
3754	Stem inner bark thickness	45	45	45
3755	Photosynthesis: stem photosynthetic bark 	45	45	45
3756	Stem inner bark soluble sugar concentration	45	45	45
3757	Stem wood soluble sugar concentration	45	45	45
3758	Stem inner bark starch concentration	45	45	45
3759	Stem wood starch concentration 	45	45	45
3760	Stem inner bark total non-structural carbohydrate concentration	45	45	45
3761	Stem wood total non-structural carbohydrate concentration	45	45	45
3764	"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density: stem"	45	45	45
3765	Stem relative total bark thickness	45	45	45
3966	Root loca	822	822	45
74	Litter tannin content per litter dry mass	110	110	44
914	Flower heteromorphy	58		44
1054	Root calcium (Ca) content per root dry mass	1741	1740	44
3985	Fruit pulp color	54		44
209	Flower heterostyly	56		43
369	Leaf sclerified tissue per leaf lamina tissue	117		43
845	Coarse woody debris (CWD) branch: decomposition rate	182	161	43
1195	Wood xylem torus diameter	69	60	43
2008	Fine root length fraction in respective root diameter class	142	142	43
3942	Plant height versus stem diameter ratio	86		43
3943	Plant growth form factor (according to FIA)	43		43
3950	Wood resin production	43		43
3969	Plant biomass and allometry: storage organ dry mass per plant	394	394	43
3971	Plant biomass and allometry: storage organ dry mass per plant dry mass	393	393	43
4079	Bark volume relative to wood volume	43		43
1196	Wood xylem torus diameter per outer pit apertuer diameter	67	58	42
3136	Root branching intensity 3: number of root tips per total root length	856	856	42
3945	Plant lifespan: age trees reach in forested stands	42		42
3948	Seedling temperature tolerance	104		42
3949	Plant secondary compounds: antifungal chemicals	42		42
690	Twig nitrogen (N) content per twig dry mass	51	51	41
828	Twig phosporus (P) content per twig dry mass	51	51	41
1245	Wood vessel-walls not lignified	42	38	41
2881	"Litter (other than leaf: twigs, bark, flowers...) decomposition rate constant"	150	138	41
1011	Leaf petiole projected area per petiole dry mass (specific leaf area (SLA) of leaf petiole)	3303	3303	40
1041	Species tolerance to temperature	66		40
1253	Leaf magnesium (Mg) content per leaf area 	292	292	40
2024	Fine root length per ground area	3534	3342	40
2563	Belowground plant organ dry mass per ground area	294	291	40
3099	Species genotype: karyotype homoporphic/heteromorphic	43		40
3104	Bud frost hardiness (leaf-buds)	71		40
3651	Leaf mesophyll type	46	46	40
3652	Leaf number of chloroplasts per leaf area	46	46	40
3653	Leaf surface of chloroplasts area per leaf area	46	46	40
3654	Leaf chlorophyll content per chloroplast	46	46	40
3947	Seed year interval	40		40
689	"Twig dry mass per twig fresh mass (twig dry matter content, TDMC)"	39	39	39
692	Twig lignin content per twig dry mass	39	39	39
693	Twig pH	39	39	39
694	Twig carbon/nitrogen (C/N) ratio	39	39	39
3767	Leaf equivalent water thickness (EWT)	73	73	39
103	Leaf mesophyll thickness	110	23	38
620	Coarse root phosphorus (P) content per coarse root dry mass	266	217	38
1550	"Coarse root length per coarse root dry mass (specific coarse root length, SRL)"	77	41	38
1975	Fine root acid phosphatase activity per fine root dry mass	351	351	38
2337	Fine root (transport) stele diameter	90	90	38
2559	Belowground plant organ respiration rate per belowground plant organ dry mass	86	86	38
3101	Species genotype: genotypic heterogametic	41		38
101	Leaf epidermis thickness	216	42	37
711	Leaf water capacitance	258	258	37
732	Leaf chlorophyll content per leaf nitrogen (N) content	48	48	37
793	Leaf vascular bundle cell size (area): phloem 	89		37
1114	Shoot branching density	923	923	37
1123	Shoot branching number	923	923	37
1165	Coarse woody debris (CWD) stem: nitrogen (N) content per stem CWD	142	141	37
1699	Coarse root dry mass turnover rate	114	113	37
3444	Plant biomass and allometry: Bark dry mass per plant	1323	1323	37
5	Plant bifurcation ratio	36	36	36
561	Leaf uranium (U) content per leaf dry mass	50		36
869	Coarse woody debris (CWD): decomposition rate	36		36
1676	Coarse root growth: coarse root dry mass production per ground area per year	131	130	36
1846	Fine root link length (segments between two nodes or a node and a tip)	1152	1152	36
2253	Fine root (absorptive) respiration rate per absorptive fine root length	36	36	36
2313	Fine root (transport) carbon/nitrogen (C/N) ratio	251	251	36
3013	Leaf sugar/starch ratio	160	33	36
3048	Fruit palatability	72	72	36
3119	Plant height: %trees > 6m	36	36	36
3483	Tree ring width	812460		36
3484	Tree mortality factor	16594	16564	36
924	Inflorescence position at the shoot axis	36		35
1081	Root magnesium (Mg) content per root dry mass	1714	1713	35
1095	Wood (sapwood) cross-sectional area	582	570	35
1418	Root dry mass turnover rate	167	167	35
1482	Root dry mass to leaf dry mass ratio	88	88	35
2051	Fine root (absorptive) dry mass per ground area	345	345	35
2120	Fine root (absorptive) acid hydrolyzable extractives per absorptive fine root dry mass	113	113	35
2133	Fine root (absorptive) dry mass not hydrolyzable in acid extractives per absorptive fine root dry ma	105	105	35
2135	Fine root (absorptive) dry mass soluble in nonpolar extractives per absorptive fine root dry mass	105	105	35
2138	Fine root (absorptive) dry mass soluble in polar extractives per absorptive fine root dry mass	105	105	35
2152	Fine root (absorptive) ratio of mass of non-acid hydrolysable compounds to mass of nitrogen	105	105	35
2561	Belowground plant organ phosphorus (P) content per belowground plant organ dry mass	70	68	35
2880	"Litter (other than leaf: twigs, bark, flowers...) decomposition rate"	82	82	35
359	Seeding frequency	41		34
427	Stomata conductance: leaf water potential at initial reduction	40		34
428	Stomata conductance: leaf water potential at final reduction	40		34
429	Stomata conductance: vapor pressure deficit at initial reduction	37		34
430	Stomata conductance: vapor pressure deficit at final reduction	37		34
710	Leaf water content at turgor loss point	79	79	34
744	Leaf mid vein vessel diameter	37	37	34
1215	Wood conduit pit membrane thickness	92	89	34
2101	Fine root (absorptive) fractal dimension	34	34	34
2102	Fine root (absorptive) link length (segments between two nodes or a node and a tip)	34	34	34
2113	Fine root (absorptive) nitrogen (N) content per absorptive fine root length	34	34	34
3103	Bud physical defence	40	24	34
3656	Leaf rubisco content per dry mass	40	40	34
3657	Leaf rubisco content per chloroplast	40	40	34
3658	Leaf rubisco content per leaf chlorophyll content	40	40	34
3701	Internode dry mass	2113	2113	34
3830	Plant biomass and allometry: stem wet mass per plant	462	462	34
792	Leaf vascular bundle cell size (area): xylem 	74		33
841	Coarse woody debris (CWD) branch: carbon (C) content per branch CWD dry mass	138	134	33
1143	Species sex: monoecious or dioecious	2807	2784	33
1301	Root link length (segments between two nodes or a node and a tip)	190	190	33
1839	Fine root link branching angle: angle between a link and the extension of the link before it	1116	1116	33
1849	Fine root external path length (Pe; sum of links in all paths from each external link to the base li	1005	1005	33
1851	Fine root topological index (TI): Slope of linear regression of external path length against number 	1116	1116	33
2082	Fine root (absorptive) cross-sectional fraction of stele area to absorptive fine root area	83	83	33
2952	Plant water loss on drying	33	33	33
2956	"Flower onset of flowering (first flowering date, flowering beginning)"	569	48	33
3702	Internode specific length	821	821	33
384	Stem cross-sectional area: fraction of collenchyma cell wall	32		32
385	Stem cross-sectional area: fraction pith cell wall	32		32
386	Stem cross-sectional area: fraction of cell wall	32		32
432	Coarse woody debris (CWD): carbon/nitrogen (C/N) ratio	37		32
1260	Wood carbon/nitrogen (C/N) ratio	44	13	32
1815	Fine root manganese (Mn) content per fine root dry mass	502	114	32
1845	Fine root fractal dimension	1112	1112	32
2545	Belowground plant organ rooting depth	55	55	32
36	Crown (canopy) structure	31		31
316	Wood burning splinter test	49		31
619	Bark phosphorus (P) content per bark dry mass	455	455	31
1809	"Fine root persistence (lifespan, longevity)"	562	562	31
2071	Fine root (absorptive) manganese (Mn) content per absorptive fine root dry mass	128	128	31
2336	Fine root (transport) stele fraction: stele diameter divided by transport fine root diameter	63	63	31
3613	Infructescence number of fruits (fruits per infructescence)	31	31	31
3655	Leaf organic acid content per dry mass	33	33	31
4071	Reproductive organ staminate flower length	362	354	31
312	Wood heartwood fluorescent	54		30
1101	Seed germinability group	30		30
1504	Plant biomass and allometry: Root length ratio (RLR): root length per plant dry mass	244	18	30
3372	Seed nitrogen (N) content per seed	30		30
3373	Seed phosphorus (P) content per seed	30		30
3429	Plant biomass and allometry: Wood (sapwood) cross-sectional area at breast height	1475	1469	30
1015	Plant height growth relative to diameter growth	30		29
1039	Species tolerance to nitrogen inputs	30		29
1879	Fine root dry mass soluble in nonpolar extractives per fine root dry mass	36	36	29
2307	Fine root (transport) dry mass per ground area	234	234	29
2519	Fine root (transport) dry mass fraction in respective root order	99	99	29
2951	Leaf venation index (VEI)	579	577	29
3659	Branch sapwood lumen to sapwood area ratio	465	465	29
3842	Plant growth temperature range	155	101	29
121	Leaf intercellular volume	280	280	28
1098	Wood (sapwood) water storage capacity	34	34	28
1856	Fine root construction cost per fine root dry mass	28	28	28
3244	Fine root (absorptive) number of vessels per cross-section	61	61	28
3246	Fine root (absorptive) cross-sectional area of vessel	61	61	28
3264	Fine root (absorptive) cross-sectional area	61	61	28
3910	Stem wood cross-section: fraction of vessels	28		28
3914	Stem wood cross-section: fiber lumen area fraction of toal fiber area	28		28
425	Coarse woody debris (CWD): lignin content per CWD dry mass	93	39	27
563	Leaf tantalum (Ta) content per leaf dry mass	32		27
2281	Fine root (absorptive) length per soil volume	73	73	27
2878	"Litter (other than leaf: twigs, bark, flowers...) density"	153	121	27
3608	Shoot fraction of digestible plant tissue	65		27
3609	Shoot protein content per dry mass	65		27
3610	Shoot cellulose and lignin content per dry mass	65		27
3611	"Shoot cellulose, hemicellulose and lignin content per dry mass"	65		27
3612	"Shoot fraction of digestible protein, non structural carbohydrates, cellulose, hemicellulose and lig"	65		27
3916	Stem wood cross-section: perimeter fraction of vessels in contact with axial parenchyma	27		27
3917	Stem wood cross-section: perimeter fraction of vessels in contact with fibers	27		27
3918	Stem sapwood cross-section: perimeter of vessels in contact with rays	27		27
426	Coarse woody debris (CWD): cellulose content per CWD dry mass	30		26
474	Leaf and fine root turnover	129		26
511	Plant number of branches per plant	6416	6372	26
752	Plant hydraulic conductance	43	8	26
1452	Root length: distance from root base to tip	184	184	26
1545	Coarse root carbon/nitrogen (C/N) ratio	191	183	26
1864	Fine root acid hydrolyzable extractives per fine root dry mass	35	35	26
2027	Fine root length per minirhizotron screen area	276	276	26
3090	Plant time until death	120		26
720	Photosynthesis irradiance at saturation 	25	25	25
735	"Stomata pore area per leaf surface area (abaxial, adaxial, total)"	350	350	25
927	Leaf area total at given shoot height 	1766		25
1154	Coarse woody debris (CWD) stem: carbon/nitrogen (C/N) ratio	69	69	25
1494	Root dry mass per soil volume	80	80	25
1866	Fine root ash content per fine root dry mass	25	25	25
2018	Fine root necromass (dead dry mass) per ground area for specified soil depth increment	993	879	25
2073	Fine root (absorptive) phenols content per absorptive fine root dry mass	25	25	25
2165	Fine root (absorptive) decomposition: fraction of absorptive fine root dry mass not decomposed to or	229	223	25
2263	Fine root (absorptive) dry mass fraction in respective root order	129	129	25
2882	"Litter (other than leaf: twigs, bark, flowers...) nitrogen (N) content per litter dry mass"	118	111	25
3087	Stomata conductance per leaf area at turgor loss point	25		25
3088	Leaf water & osmotic potential: soil water potential at leaf turgor loss point	25		25
3089	Leaf water & osmotic potential: soil volumetric water content at leaf turgor loss point	25		25
3091	Species habitat characterization: soil hydrology	25		25
3092	Species habitat characterization: precipitation	25		25
3093	Species habitat characterization: potential evapotranspiration	25		25
3094	Species habitat characterization: aridity index	25		25
3128	Photosynthesis rate per stomatal conductance	50		25
3226	Fine root decomposition: fraction nitrogen (N) remaining	555	555	25
3247	Fine root (absorptive) number of vessels per cross-sectional area	53	53	25
3248	Fine root (absorptive) cross-sectional area of xylem	53	53	25
3249	Fine root (absorptive) fraction of cross-sectional area occupied by xylem	53	53	25
3722	Root surface area per soil volume (root surface area density)	80	80	25
3883	Leaf fresh mass change due to rehydration	1358	1302	25
745	Leaf mid vein conductivity	34	34	24
748	Leaf hydraulic conductance	40	40	24
921	Inflorescence diameter at top	683	683	24
1356	Root ratio of lignin to nitrogen (N)	35	35	24
1391	Root growth: root dry mass production per ground area per year	241	241	24
2070	Fine root (absorptive) zinc (Zn) content per absorptive fine root dry mass	36	36	24
3403	Shoot branching distance	380	380	24
3465	Leaf sheath area	26		24
3466	Leaf sheath dry mass	26		24
3467	Leaf sheath area per sheath dry mass (sheath SLA)	26		24
3843	Stem relative outer bark thickness (outer bark thickness / radius)	143	143	24
3844	Branch inner bark thickness	139	139	24
3845	Branch outer bark thickness	139	139	24
3846	Stem outer bark density	121	121	24
3847	Stem bark water content	143	143	24
3848	Stem inner bark water content	143	143	24
3849	Stem outer bark water content	121	121	24
3922	Trap nitrogen (N) content per trap dry mass	131		24
3951	Snag decomposition rate	24		24
4046	Stem diameter growth	24	24	24
35	Species tolerance to windthrow	35	7	23
390	Root phosphorus (P) uptake rate per root dry mass	23		23
854	Coarse woody debris (CWD) branch: nitrogen (N) content per branch CWD dry mass	160	158	23
2004	Fine root carbon (C) content to leaf carbon (C) content ratio	70	54	23
3453	Wood (sapwood) nitrogen content per dry mass	445	445	23
3548	Plant biomass and allometry: stem fresh mass per plant	2151	2100	23
3621	Shoot height of basal leaves (graminoid and rosette plants)	214	214	23
3673	Twig fibre wall area	72	72	23
3674	Twig fibre lumen area	72	72	23
3675	Twig fibre area	72	72	23
3676	Twig fibre wall area to fibre lumen ratio (averaged across multiple fibres measured)	72	72	23
3677	Twig fibre wall to fibre area ratio (averaged across multiple fibres measured)	72	72	23
3678	Twig fibre lumen to fibre area ratio (averaged across multiple fibres measured)	72	72	23
3679	Twig tracheid fraction	72	72	23
3927	Trap SLA	105		23
4073	Reproductive organ staminate rachilla count	89	89	23
105	Leaf mid vein support tissue thickness	87		22
519	Stem respiration rate per stem dry mass	920	626	22
888	Cone (strobilus) dry mass	1509	1508	22
923	Inflorescence percentage of flowers open	517	517	22
1186	Shoot length to first flower	2041	2041	22
2553	Belowground plant organ cellulose content per belowground plant organ dry mass	32	32	22
2622	Belowground plant organ hemicellulose content per belowground plant organ dry mass	32	32	22
2658	Belowground plant organ water soluble compounds per belowground plant organ dry mass	32	32	22
2771	Belowground plant organ dry mass to leaf dry mass ratio	51	51	22
3105	Bud burst phenology (leaf-buds)	27	6	22
173	Leaf volume per leaf area	225	225	21
314	Wood froth test	34		21
449	"Plant biomass and allometry: Branch dry mass (alive, dead) per plant"	1802	1199	21
922	Inflorescence nectar volume	520	520	21
1025	Plant diameter of leaf rosette	1595	1592	21
1119	Shoot fresh mass	829	747	21
1124	Shoot nickel (Ni) content per shoot dry mass	81		21
1128	Shoot sulfur (S) content per shoot dry mass	81		21
1257	Inflorescence nectar sugar concentration	520	520	21
1527	Coarse root carbon (C) content per coarse root dry mass	89	89	21
2029	Fine root rooting depth: fraction of fine root dry mass contained in depth interval	326	326	21
2048	Fine root (absorptive) total non-structural carbon (TNC) content per absorptive fine root dry mass	265	265	21
2883	"Litter (other than leaf: twigs, bark, flowers…) carbon (C) content per litter dry mass"	67	66	21
3482	Seed / ovule ratio	32		21
3498	Leaf status at end of flowering	21		21
3601	Stem perimeter	802	802	21
3923	Trap carbon (C) content per trap dry mass	102		21
847	Coarse woody debris (CWD) branch: density	76	76	20
1152	Coarse woody debris (CWD) stem: calcium (Ca) content per stem CWD	82	81	20
1162	Coarse woody debris (CWD) stem: magnesium (Mg) content per stem CWD	82	81	20
1169	Coarse woody debris (CWD) stem: phosphorus (P) content per stem CWD	87	86	20
1170	Coarse woody debris (CWD) stem: potassium (K) content per stem CWD	90	89	20
1812	Fine root sulfur (S) content per fine root dry mass	456	77	20
3368	Wood (sapwood) carbon (C) content per dry mass	24	24	20
3405	Plant biomass and allometry: Root fresh mass per plant	1426	1426	20
3428	Plant biomass and allometry: Wood (sapwood) cross-sectional area at base	168	168	20
3587	Inflorescence diameter	1690	1690	20
4011	Stem wood phosphorus (P) content per dry mass	40	40	20
4012	Stem wood calcium (Ca) content per dry mass	40	40	20
4013	Stem wood potassium (K) content per dry mass	40	40	20
4014	Stem wood magnesium (Mg) content per dry mass	40	40	20
4052	Reproductive organ pistillate flower rachilla count	42	41	20
298	Wood rayless	20		19
660	Leaf nitrogen (N) content organic per leaf dry mass	145		19
797	Stem fraction of collenchym	19		19
856	Coarse woody debris (CWD) branch: potassium (K) content per branch CWD dry mass	95	93	19
1062	Coarse woody debris (CWD) root: decomposition rate constant	82	74	19
1878	Fine root carbon (C) content not hydrolyzable in acid extractives per fine root carbon (C) content	34	34	19
2331	Fine root (transport) cortex thickness	32	32	19
2890	Litter other than leaf phosphorus (P) content per litter dry mass	87	80	19
2891	"Litter (other than leaf: twigs, bark, flowers...) potassium (K) content per litter dry mass"	90	83	19
3636	Seed coat thickness	2944		19
3877	"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density: branch"	92	92	19
4007	Stem wood cross-section: fraction of total parenchyma (axial+radial)	57	57	19
4008	Stem wood cross-section: fraction of radial parenchyma	57	57	19
4009	Stem wood cross-section: fraction of vessel lumen	57	57	19
4010	Stem specific hydraulic conductivity	57	57	19
4047	Leaf calcium/magnesium (Ca/Mg) ratio	69	35	19
284	Wood vesselless (vessels absent)	19	6	18
801	Stem cross-sectional area at base	152	152	18
889	Crown (canopy) base height (ground to base)	263	263	18
1544	Coarse root calcium (Ca) content per coarse root dry mass	104	91	18
1770	Plant biomass and allometry: Coarse root length per plant	54		18
1889	Fine root water or ethanol soluble compounds per fine root dry mass	29	29	18
2060	Fine root (absorptive) iron (Fe) content per absorptive fine root dry mass	18	18	18
2068	Fine root (absorptive) sulfur (S) content per absorptive fine root dry mass	18	18	18
2303	Fine root (transport) respiration rate per transport fine root dry mass	137	137	18
3369	Wood (heartwood) carbon (C) content per heartwood dry mass	19	19	18
3496	"Plant leaf number: development during growth, leaf accumulation per plant"	4023	460	18
3503	Plant height: development during growth	3911	460	18
3552	Plant biomass and allometry: fine root fresh mass per plant	54		18
3553	Stem length per stem dry mass (stem specific length; SSL)	68	17	18
3704	Branch wood nitrogen (N) content per dry mass	37	37	18
3802	Photosynthesis: convexity parameter of light response curve	107	107	18
3803	Photosynthesis: gross photosynthesis per leaf area	94	94	18
3804	Photosynthesis: gross photosynthesis per leaf dry mass	93	93	18
3805	Photosynthesis: light saturation point	107	107	18
3806	Photosynthesis per leaf respiration	93	93	18
3807	Photosynthesis per leaf construction cost	93	93	18
3825	Plant size: patch area	1628	1628	18
3926	Trap dry mass	107		18
115	Leaf structural dry matter per leaf volume	17		17
116	"Root dry mass per root volume (root density, root tissue density)"	17		17
117	Plant biomass and allometry: Plant dry mass per plant volume	17		17
118	Leaf structural dry matter per leaf dry mass	17		17
119	Plant biomass and allometry: Plant dry mass per plant fresh mass	17		17
675	Root total non-structural carbon (TNC) content per root dry mass	77	56	17
709	Leaf cuticular conductance	24	24	17
902	Litter (fine root) decomposition rate constant	27	27	17
1043	Pollen heteromorphy	28		17
1190	Stomata length	684	684	17
1519	Root debris decomposition rate constant 	37	37	17
1557	Coarse root surface area per coarse root dry mass (specific coarse root area)	38	38	17
1775	Coarse root debris decomposition rate constant 	72	72	17
1803	Fine root copper (Cu) content per fine root dry mass	443	57	17
2295	Fine root (transport) carbon (C) content per transport fine root dry mass	62	62	17
3011	Fine root nitrogen/phosphorus (N/P) ratio	54	54	17
3362	Photosynthesis: maximum rate of PEPc carboxylation (Vpmax) per leaf area	73	73	17
3504	Plant width: development during growth	3270		17
3703	Branch wood carbon/nitogen (C/N) ratio	34	34	17
3707	Branch wood carbon isotope ratio (delta 13C)	34	34	17
3708	Branch wood nitrogen isotope ratio (delta 15N)	34	34	17
3709	Branch bark carbon (C) content per dry mass	34	34	17
3710	Branch bark nitrogen (N) content per dry mass	34	34	17
3711	Branch bark carbon/nitogen (C/N) ratio	34	34	17
3712	Branch bark carbon isotope ratio (delta 13C)	34	34	17
3713	Branch bark nitrogen isotope ratio (delta 15N)	34	34	17
3808	Twig leaf area (leaf area per twig)	246	236	17
3826	Plant size: patch perimeter	1504	1504	17
3827	Plant shape: patch shape	1504	1504	17
3924	Trap phosphorus (P) content per trap dry mass	30		17
3928	Trap area	97		17
646	Coarse root potassium (K) content per coarse root dry mass	100	87	16
662	Root sugar content per root dry mass	48		16
734	Stomata pore length	32	32	16
855	Coarse woody debris (CWD) branch: phosphorus (P) content per branch CWD dry mass	89	87	16
949	Litter (leaf) decomposition rate constant	32	32	16
1021	Plant carbon/nitrogen (C/N) ratio	229	229	16
1160	Coarse woody debris (CWD) stem: lignin content per stem CWD	35	34	16
1265	Stomata conductance per leaf area: nighttime	576	576	16
1271	Root phenols content per root dry mass	81	81	16
1439	Root microbial relations: root glucosamine content per root dry mass	19	19	16
1440	Root muramic acid content per root dry mass	19	19	16
1443	Root microbial relations: root fungal biomass carbon (C) content per root dry mass	16	16	16
1444	Root microbial relations: root bacterial biomass carbon (C) content per root dry mass	16	16	16
1445	Root microbial relations: ratio of root fungal carbon (C) to root bacterial carbon	16	16	16
1447	Mycorhizza: soil ergosterol content per soil dry mass or growth medium dry mass	21	21	16
1538	Coarse root dry mass per coarse root fresh mass (coarse root dry matter content; RDMC)	48	12	16
1804	Fine root iron (Fe) content per fine root dry mass	459	66	16
1811	Fine root sodium (Na) content per fine root dry mass	439	56	16
1814	Fine root zinc (Zn) content per fine root dry mass	68	68	16
1877	Fine root dry mass not hydrolyzable in acid extractives per fine root dry mass	25	25	16
1891	Fine root water soluble sugar content per fine root dry mass	22	22	16
2280	Fine root (absorptive) length density (RLD): absorptive fine root length per ground area	79	79	16
2723	Belowground plant organ dry mass turnover rate	71	71	16
3015	Root tannin content per root dry mass	81	81	16
3505	Plant number of floral buds	588		16
3557	Leaf shape factor	398	398	16
3560	Root crossectional area	245	245	16
4061	Reproductive organ basal rachilla thickness	29		16
642	Coarse root magnesium (Mg) content per coarse root dry mass	88	75	15
840	Coarse woody debris (CWD) branch: calcium (Ca) content per branch CWD dry mass	81	79	15
1014	Shoot: plant above ground hydraulic conductance	16		15
1040	Species tolerance to soil aluminium concentration	60		15
1262	Coarse woody debris (CWD) root: nitrogen (N) content per coarse root CWD dry mass	43	40	15
1441	Root microbial relations: root microbial biomass carbon (C) content per root dry mass	18	18	15
